"","formid","speciesid","abundance","X","id","fish_memberid","region","site","familyid","timecode","site4","site1","comments","memberid","exp","type","geogr","geogr4","geogr1","latitude","longitude","date","stemp","btemp","btime","start","visibility","averagedepth","maxdepth","current","year","month","day","occ","exp_binary","abundance2","abund_trans","site_dmy"
"3543852",172630,96,0,2039843,2041809,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9458,-80.0765,2002-07-29,"84","0","90","13","2","1","NULL","2",2002,7,29,0,0,1,0,"320100052972002"
"3544420",172631,96,0,2039795,2041761,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9458,-80.0765,2002-07-30,"85","0","80","14","3","1","NULL","2",2002,7,30,0,0,1,0,"320100053072002"
"3544988",172632,96,0,2039749,2041715,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9458,-80.0765,2002-07-31,"85","0","75","14","3","1","NULL","2",2002,7,31,0,0,1,0,"320100053172002"
"3545556",172633,96,0,2112288,2114260,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,25.9458,-80.0765,2002-08-02,"85","0","45","16","2","1","NULL","2",2002,8,2,0,0,1,0,"32010005282002"
"3546124",172636,96,0,2112374,2114346,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9458,-80.0765,2002-08-18,"86","0","75","18","3","1","NULL","0",2002,8,18,0,0,1,0,"baseline"
"3546692",172637,96,0,1894180,1896143,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,25.9458,-80.0765,2002-05-31,"82","0","60","13","3","1","NULL","2",2002,5,31,0,0,1,0,"baseline"
"3547260",172638,96,0,1895035,1896998,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,25.9458,-80.0765,2002-06-01,"83","0","45","14","1","1","NULL","3",2002,6,1,0,0,1,0,"baseline"
"3547828",172639,96,0,1895065,1897028,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,25.9125,-80.0765,2002-06-02,"82","0","75","15","2","1","NULL","2",2002,6,2,0,0,1,0,"baseline"
"3548396",172640,96,0,1894217,1896180,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,25.9458,-80.0765,2002-06-03,"83","0","90","16","3","1","NULL","3",2002,6,3,0,0,1,0,"baseline"
"3548964",172641,96,0,1943897,1945861,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,25.9458,-80.0765,2002-06-05,"84","0","60","18","3","1","NULL","3",2002,6,5,0,0,1,0,"32010005562002"
"3549532",172642,96,0,1944079,1946043,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,25.9458,-80.0765,2002-06-16,"82","0","45","14","3","1","NULL","3",2002,6,16,0,0,1,0,"baseline"
"3550100",172643,96,0,1894856,1896819,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9455,-80.076,2002-05-12,"77","0","75","9","2","1","NULL","3",2002,5,12,0,0,1,0,"baseline"
"3550668",172644,96,0,1894949,1896912,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9458,-80.0765,2002-05-14,"79","0","90","10","3","1","NULL","2",2002,5,14,0,0,1,0,"320100051452002"
"3551236",172645,96,0,1894995,1896958,3110,"TWA",32010005,53,0,3201,3,"NULL",3110,"N",1,32010005,3201,3,26.9458,-80.0765,2002-05-15,"80","0","60","11","1","1","NULL","3",2002,5,15,0,0,1,0,"320100051552002"
"3551804",172646,96,0,1880281,1882244,20664,"TWA",34030008,53,0,3403,3,"NULL",20664,"N",1,34030008,3403,3,0,0,2002-05-11,"81","81","61","10","3","5","NULL","3",2002,5,11,0,0,1,0,"baseline"
"3552372",172647,96,0,1880464,1882427,20664,"TWA",34030009,53,0,3403,3,"NULL",20664,"N",1,34030009,3403,3,0,0,2002-05-14,"81","81","62","8","4","5","NULL","3",2002,5,14,0,0,1,0,"baseline"
"3552940",172651,96,0,1879145,1881108,12725,"TWA",34030008,53,0,3403,3,"NULL",12725,"N",1,34030008,3403,3,0,0,2002-05-17,"81","81","55","16","3","4","NULL","2",2002,5,17,0,0,1,0,"340300081752002"
"3553508",172654,96,0,1881879,1883842,20664,"TWA",34030009,53,0,3403,3,"NULL",20664,"N",1,34030009,3403,3,0,0,2002-05-21,"81","81","63","10","3","5","NULL","3",2002,5,21,0,0,1,0,"baseline"
"3554076",172655,96,0,1882435,1884398,20664,"TWA",34030009,53,0,3403,3,"NULL",20664,"N",1,34030009,3403,3,0,0,2002-05-23,"81","79","55","9","4","4","NULL","3",2002,5,23,0,0,1,0,"340300092352002"
"3554644",172656,96,0,1881744,1883707,20664,"TWA",34030009,53,0,3403,3,"NULL",20664,"N",1,34030009,3403,3,0,0,2002-05-23,"81","81","61","10","4","5","NULL","3",2002,5,23,0,0,1,0,"340300092352002"
"3555212",172657,96,0,1882036,1883999,12725,"TWA",34030008,53,0,3403,3,"NULL",12725,"N",1,34030008,3403,3,0,0,2002-05-25,"79","79","62","10","3","4","NULL","3",2002,5,25,0,0,1,0,"340300082552002"
"3555780",172659,96,0,1882116,1884079,12725,"TWA",34030008,53,0,3403,3,"NULL",12725,"N",1,34030008,3403,3,0,0,2002-05-26,"0","0","57","10","4","5","NULL","3",2002,5,26,0,0,1,0,"baseline"
"3556348",172660,96,1,1880780,1882743,20664,"TWA",34040007,64,0,3404,3,"NULL",20664,"N",1,34040007,3404,3,0,0,2002-05-26,"81","81","26","10","5","11","NULL","3",2002,5,26,1,0,2,1,"baseline"
"3556916",172662,96,0,1881292,1883255,20664,"TWA",34030009,53,0,3403,3,"NULL",20664,"N",1,34030009,3403,3,0,0,2002-05-28,"81","81","61","9","4","5","NULL","2",2002,5,28,0,0,1,0,"340300092852002"
"3557484",172663,96,0,1880992,1882955,20664,"TWA",34030009,53,0,3403,3,"NULL",20664,"N",1,34030009,3403,3,0,0,2002-05-28,"82","81","65","10","4","5","NULL","3",2002,5,28,0,0,1,0,"340300092852002"
"3558052",172664,96,0,1881822,1883785,20664,"TWA",34030011,53,0,3403,3,"NULL",20664,"N",1,34030011,3403,3,0,0,2002-05-29,"82","81","45","9","5","5","NULL","1",2002,5,29,0,0,1,0,"baseline"
"3558620",172683,96,0,1894298,1896261,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-80.0743,2002-06-05,"84","84","60","18","3","1","NULL","3",2002,6,5,0,0,1,0,"32010005562002"
"3559188",172684,96,0,1943469,1945433,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-80.0743,2002-06-06,"84","84","70","18","2","1","NULL","3",2002,6,6,0,0,1,0,"baseline"
"3559756",172685,96,0,1943433,1945397,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-80.0743,2002-06-17,"82","82","90","15","4","1","NULL","2",2002,6,17,0,0,1,0,"320100051762002"
"3560324",172695,96,0,1943399,1945363,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,6.9122,-80.0743,2002-06-19,"82","82","60","17","2","1","NULL","1",2002,6,19,0,0,1,0,"baseline"
"3560892",172696,96,0,2040214,2042180,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-80.0743,2002-08-04,"86","86","60","18","4","1","NULL","2",2002,8,4,0,0,1,0,"baseline"
"3561460",172697,96,0,2111936,2113908,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-80.0743,2002-08-13,"86","86","80","13","2","1","NULL","2",2002,8,13,0,0,1,0,"baseline"
"3562028",172701,96,0,1894572,1896535,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9455,-80.0743,2002-05-11,"80","80","90","9","2","1","NULL","2",2002,5,11,0,0,1,0,"baseline"
"3562596",172702,96,0,1894649,1896612,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9455,-80.0743,2002-05-09,"79","79","90","7","1","1","NULL","2",2002,5,9,0,0,1,0,"32010005952002"
"3563164",172704,96,0,1894413,1896376,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-80.0743,2002-05-15,"80","80","70","11","1","1","NULL","2",2002,5,15,0,0,1,0,"320100051552002"
"3563732",172706,96,0,1894507,1896470,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-80.0743,2002-05-13,"79","79","90","10","3","1","NULL","2",2002,5,13,0,0,1,0,"baseline"
"3564300",172707,96,0,1894604,1896567,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9455,-80.0743,2002-05-10,"79","79","90","8","2","1","NULL","3",2002,5,10,0,0,1,0,"320100051052002"
"3564868",172708,96,0,1894458,1896421,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-80.0743,2002-05-14,"79","79","90","10","4","1","NULL","2",2002,5,14,0,0,1,0,"320100051452002"
"3565436",172719,96,0,1943019,1944983,23408,"TWA",21010008,53,0,2101,2,"NULL",23408,"N",1,21010008,2101,2,0,0,2002-06-09,"78","73","30","8","4","14","NULL","2",2002,6,9,0,0,1,0,"baseline"
"3566004",172720,96,0,1943028,1944992,23408,"TWA",21010009,53,0,2101,2,"NULL",23408,"N",1,21010009,2101,2,0,0,2002-06-09,"81","75","35","10","4","8","NULL","2",2002,6,9,0,0,1,0,"baseline"
"3566572",172757,96,0,1894554,1896517,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.8955,-80.0743,2002-05-21,"80","80","40","16","1","1","NULL","2",2002,5,21,0,0,1,0,"baseline"
"3567140",172758,96,0,1894331,1896294,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-80.0743,2002-05-02,"78","78","90","10","3","1","NULL","3",2002,5,2,0,0,1,0,"baseline"
"3567708",172759,96,0,1894372,1896335,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-80.0743,2002-05-17,"80","80","60","13","3","1","NULL","1",2002,5,17,0,0,1,0,"baseline"
"3568276",172760,96,0,1894263,1896226,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-60.0743,2002-05-27,"78","78","90","9","2","1","NULL","2",2002,5,27,0,0,1,0,"baseline"
"3568844",172761,96,0,1894760,1896723,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9455,-80.0743,2002-05-08,"82","82","60","7","2","1","NULL","2",2002,5,8,0,0,1,0,"baseline"
"3569412",172762,96,0,1894728,1896691,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9455,-80.0743,2002-05-05,"82","82","60","17","3","1","NULL","2",2002,5,5,0,0,1,0,"32010005552002"
"3569980",172768,96,0,1876406,1878369,23282,"TWA",34030018,53,0,3403,3,"NULL",23282,"N",1,34030018,3403,3,0,0,2002-05-08,"0","0","59","14","4","4","NULL","3",2002,5,8,0,0,1,0,"34030018852002"
"3570548",172781,96,0,1948396,1950360,23773,"TWA",34060004,53,0,3406,3,"NULL",23773,"N",1,34060004,3406,3,0,0,2002-06-13,"0","0","50","10","2","4","NULL","1",2002,6,13,0,0,1,0,"340600041362002"
"3571116",172782,96,0,1948368,1950332,23774,"TWA",34060004,53,0,3406,3,"NULL",23774,"N",1,34060004,3406,3,0,0,2002-06-13,"0","0","50","10","2","4","NULL","1",2002,6,13,0,0,1,0,"340600041362002"
"3571684",172783,96,1,1948876,1950840,23763,"TWA",34060004,64,0,3406,3,"NULL",23763,"N",1,34060004,3406,3,0,0,2002-06-19,"82","0","90","9","4","1","NULL","1",2002,6,19,1,0,2,1,"340600041962002"
"3572252",172784,96,0,1948484,1950448,23770,"TWA",34060004,53,0,3406,3,"NULL",23770,"N",1,34060004,3406,3,0,0,2002-06-19,"82","0","90","9","4","1","NULL","1",2002,6,19,0,0,1,0,"340600041962002"
"3572820",172785,96,0,1948499,1950463,23769,"TWA",34060004,53,0,3406,3,"NULL",23769,"N",1,34060004,3406,3,0,0,2002-06-19,"82","0","90","9","4","1","NULL","1",2002,6,19,0,0,1,0,"340600041962002"
"3573388",172786,96,1,1948689,1950653,23766,"TWA",34060004,64,0,3406,3,"NULL",23766,"N",1,34060004,3406,3,0,0,2002-06-19,"82","0","90","9","4","1","NULL","1",2002,6,19,1,0,2,1,"340600041962002"
"3573956",172787,96,0,1948424,1950388,23772,"TWA",34060004,53,0,3406,3,"NULL",23772,"N",1,34060004,3406,3,0,0,2002-06-19,"82","0","90","9","4","1","NULL","1",2002,6,19,0,0,1,0,"340600041962002"
"3574524",172788,96,0,1948453,1950417,23771,"TWA",34060004,53,0,3406,3,"NULL",23771,"N",1,34060004,3406,3,0,0,2002-06-19,"82","0","90","9","4","1","NULL","1",2002,6,19,0,0,1,0,"340600041962002"
"3575092",172789,96,0,1948337,1950301,23775,"TWA",34060004,53,0,3406,3,"NULL",23775,"N",1,34060004,3406,3,0,0,2002-06-19,"82","0","90","9","4","1","NULL","1",2002,6,19,0,0,1,0,"340600041962002"
"3575660",172790,96,0,1948308,1950272,15573,"TWA",34060004,53,0,3406,3,"NULL",15573,"N",1,34060004,3406,3,0,0,2002-06-19,"82","0","90","9","4","1","NULL","1",2002,6,19,0,0,1,0,"340600041962002"
"3576228",172791,96,0,1948708,1950672,24225,"TWA",34060004,53,0,3406,3,"NULL",24225,"N",1,34060004,3406,3,0,0,2002-06-19,"82","0","90","9","4","1","NULL","1",2002,6,19,0,0,1,0,"340600041962002"
"3576796",172792,96,0,1948851,1950815,23762,"TWA",34060004,53,0,3406,3,"NULL",23762,"N",1,34060004,3406,3,0,0,2002-06-19,"82","0","90","9","4","1","NULL","1",2002,6,19,0,0,1,0,"340600041962002"
"3577364",172793,96,0,1948628,1950592,23767,"TWA",34060004,53,0,3406,3,"NULL",23767,"N",1,34060004,3406,3,0,0,2002-06-19,"82","0","90","9","4","1","NULL","1",2002,6,19,0,0,1,0,"340600041962002"
"3577932",172794,96,0,1948741,1950705,23764,"TWA",34060004,53,0,3406,3,"NULL",23764,"N",1,34060004,3406,3,0,0,2002-06-19,"82","0","90","9","4","1","NULL","1",2002,6,19,0,0,1,0,"340600041962002"
"3578500",172795,96,1,1948546,1950510,23768,"TWA",34060004,64,0,3406,3,"NULL",23768,"N",1,34060004,3406,3,0,0,2002-06-19,"82","0","90","9","4","1","NULL","1",2002,6,19,1,0,2,1,"340600041962002"
"3579068",172796,96,1,1948803,1950767,23761,"TWA",34060004,64,0,3406,3,"NULL",23761,"N",1,34060004,3406,3,0,0,2002-06-19,"82","0","90","9","4","1","NULL","1",2002,6,19,1,0,2,1,"340600041962002"
"3579636",172797,96,0,1948578,1950542,23765,"TWA",34060004,53,0,3406,3,"NULL",23765,"N",1,34060004,3406,3,0,0,2002-06-19,"82","82","90","9","4","1","NULL","1",2002,6,19,0,0,1,0,"340600041962002"
"3580204",172799,96,0,1948175,1950139,23859,"TWA",34060004,66,0,3406,3,"NULL",23859,"N",1,34060004,3406,3,0,0,2002-07-03,"85","0","90","9","4","1","NULL","2",2002,7,3,0,0,1,0,"34060004372002"
"3580772",172800,96,0,1948187,1950151,23860,"TWA",34060004,53,0,3406,3,"NULL",23860,"N",1,34060004,3406,3,0,0,2002-07-03,"85","0","90","9","4","1","NULL","2",2002,7,3,0,0,1,0,"34060004372002"
"3581340",172801,96,0,1948208,1950172,23861,"TWA",34060004,66,0,3406,3,"NULL",23861,"N",1,34060004,3406,3,0,0,2002-07-03,"85","0","90","9","4","1","NULL","2",2002,7,3,0,0,1,0,"34060004372002"
"3581908",172802,96,0,1948236,1950200,15573,"TWA",34060004,53,0,3406,3,"NULL",15573,"N",1,34060004,3406,3,0,0,2002-07-03,"85","0","90","9","4","1","NULL","2",2002,7,3,0,0,1,0,"34060004372002"
"3582476",172803,96,0,1948230,1950194,23863,"TWA",34060004,53,0,3406,3,"NULL",23863,"N",1,34060004,3406,3,0,0,2002-07-03,"85","0","90","9","4","1","NULL","2",2002,7,3,0,0,1,0,"34060004372002"
"3583044",172804,96,0,1948129,1950093,23857,"TWA",34060004,53,0,3406,3,"NULL",23857,"N",1,34060004,3406,3,0,0,2002-07-03,"85","0","90","9","4","1","NULL","2",2002,7,3,0,0,1,0,"34060004372002"
"3583612",172805,96,0,1948137,1950101,23858,"TWA",34060004,53,0,3406,3,"NULL",23858,"N",1,34060004,3406,3,0,0,2002-07-03,"85","0","90","9","4","1","NULL","2",2002,7,3,0,0,1,0,"34060004372002"
"3584180",172806,96,0,1948218,1950182,23862,"TWA",34060004,53,0,3406,3,"NULL",23862,"N",1,34060004,3406,3,0,0,2002-07-03,"85","0","90","9","4","1","NULL","2",2002,7,3,0,0,1,0,"34060004372002"
"3584748",172966,96,1,2050673,2052639,10468,"TWA",34100015,64,0,3410,3,"NULL",10468,"N",1,34100015,3410,3,0,0,2002-07-05,"86","86","101","7","3","4","NULL","2",2002,7,5,1,0,2,1,"34100015572002"
"3585316",172967,96,0,2051074,2053040,20932,"TWA",34100030,53,0,3410,3,"NULL",20932,"N",1,34100030,3410,3,0,0,2002-07-05,"85","80","45","7","4","5","NULL","2",2002,7,5,0,0,1,0,"34100030572002"
"3585884",172968,96,0,2051025,2052991,10468,"TWA",34100030,53,0,3410,3,"NULL",10468,"N",1,34100030,3410,3,0,0,2002-07-05,"85","85","57","9","3","6","NULL","2",2002,7,5,0,0,1,0,"34100030572002"
"3586452",172989,96,0,2051112,2053078,10468,"TWA",34100056,53,0,3410,3,"NULL",10468,"N",1,34100056,3410,3,0,0,2002-07-05,"85","83","36","17","3","7","NULL","3",2002,7,5,0,0,1,0,"34100056572002"
"3587020",172991,96,0,2186621,2188597,23952,"TWA",23010018,53,0,2301,2,"NULL",23952,"N",1,23010018,2301,2,0,0,2002-09-01,"85","0","69","13","3","7","NULL","2",2002,9,1,0,0,1,0,"23010018192002"
"3587588",172998,96,2,2186689,2188665,23952,"TWA",23010007,64,0,2301,2,"NULL",23952,"N",1,23010007,2301,2,0,0,2002-09-19,"85","85","48","11","3","8","NULL","2",2002,9,19,1,0,3,2,"230100071992002"
"3588156",173081,96,0,1851442,1853404,20238,"TWA",34030018,53,0,3403,3,"NULL",20238,"N",1,34030018,3403,3,0,0,2002-05-08,"0","0","50","13","2","3","NULL","1",2002,5,8,0,0,1,0,"34030018852002"
"3588724",173086,96,0,1851486,1853448,18067,"TWA",34030009,53,0,3403,3,"NULL",18067,"E",1,34030009,3403,3,0,0,2002-03-03,"75","75","70","15","3","4","NULL","2",2002,3,3,0,1,1,0,"34030009332002"
"3589292",173087,96,0,1852837,1854799,20664,"TWA",34030023,53,0,3403,3,"NULL",20664,"N",1,34030023,3403,3,0,0,2002-03-15,"79","75","49","17","3","4","NULL","3",2002,3,15,0,0,1,0,"baseline"
"3589860",173088,96,0,1874314,1876277,18355,"TWA",34040004,53,0,3404,3,"NULL",18355,"N",1,34040004,3404,3,24.9518,-80,2002-05-13,"79","79","63","9","2","4","NULL","3",2002,5,13,0,0,1,0,"baseline"
"3590428",173090,96,0,1874255,1876218,18355,"TWA",34040004,53,0,3404,3,"NULL",18355,"N",1,34040004,3404,3,24.9425,0,2002-05-14,"80","80","35","12","3","4","NULL","3",2002,5,14,0,0,1,0,"baseline"
"3590996",173091,96,1,1876466,1878429,18355,"TWA",34040002,64,0,3404,3,"NULL",18355,"N",1,34040002,3404,3,24.8512,-80,2002-05-14,"0","0","47","10","3","4","NULL","3",2002,5,14,1,0,2,1,"baseline"
"3591564",173093,96,1,1855557,1857519,4572,"TWA",32010005,64,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,0,0,2002-04-19,"84","84","60","14","1","1","NULL","2",2002,4,19,1,0,2,1,"320100051942002"
"3592132",173113,96,0,1852617,1854579,20664,"TWA",34030023,53,0,3403,3,"NULL",20664,"N",1,34030023,3403,3,0,0,2002-04-26,"81","81","46","11","4","5","NULL","3",2002,4,26,0,0,1,0,"baseline"
"3592700",173114,96,0,1852559,1854521,20664,"TWA",34030009,53,0,3403,3,"NULL",20664,"N",1,34030009,3403,3,0,0,2002-04-27,"81","79","50","16","3","5","NULL","3",2002,4,27,0,0,1,0,"baseline"
"3593268",173115,96,0,1852501,1854463,20664,"TWA",34030011,53,0,3403,3,"NULL",20664,"N",1,34030011,3403,3,0,0,2002-04-30,"81","81","52","14","4","5","NULL","3",2002,4,30,0,0,1,0,"baseline"
"3593836",173117,96,0,1852355,1854317,20664,"TWA",34030008,53,0,3403,3,"NULL",20664,"N",1,34030008,3403,3,0,0,2002-05-04,"81","81","32","14","3","5","NULL","3",2002,5,4,0,0,1,0,"baseline"
"3594404",173118,96,0,1852151,1854113,20664,"TWA",34030009,53,0,3403,3,"NULL",20664,"N",1,34030009,3403,3,0,0,2002-05-07,"82","81","54","10","4","5","NULL","3",2002,5,7,0,0,1,0,"34030009752002"
"3594972",173119,96,0,1880393,1882356,20664,"TWA",34030008,53,0,3403,3,"NULL",20664,"N",1,34030008,3403,3,0,0,2002-05-10,"81","81","61","10","4","5","NULL","3",2002,5,10,0,0,1,0,"340300081052002"
"3595540",173122,96,0,1856705,1858667,18067,"TWA",33010146,53,0,3301,3,"NULL",18067,"E",1,33010146,3301,3,0,0,2002-04-13,"79","79","25","8","2","9","NULL","1",2002,4,13,0,1,1,0,"330101461342002"
"3596108",173123,96,0,1856656,1858618,18067,"TWA",33010061,66,0,3301,3,"NULL",18067,"E",1,33010061,3301,3,0,0,2002-04-13,"79","79","39","10","2","7","NULL","1",2002,4,13,0,1,1,0,"baseline"
"3596676",173126,96,0,2118629,2120601,22787,"TWA",34030038,66,0,3403,3,"NULL",22787,"N",1,34030038,3403,3,25.0667,-80.3108,2002-08-03,"0","86","22","9","2","11","NULL","1",2002,8,3,0,0,1,0,"baseline"
"3597244",173127,96,0,2118631,2120603,22787,"TWA",34030011,53,0,3403,3,"NULL",22787,"N",1,34030011,3403,3,25.0527,-80.3337,2002-08-03,"0","86","57","10","3","5","NULL","3",2002,8,3,0,0,1,0,"baseline"
"3597812",173128,96,0,2118760,2120732,22787,"TWA",34030009,53,0,3403,3,"NULL",22787,"N",1,34030009,3403,3,25.009,-80.3737,2002-08-01,"0","86","64","10","5","4","NULL","3",2002,8,1,0,0,1,0,"34030009182002"
"3598380",173130,96,0,2118695,2120667,22787,"TWA",34030011,53,0,3403,3,"NULL",22787,"N",1,34030011,3403,3,25.0527,-80.3337,2002-08-02,"0","86","61","10","3","5","NULL","3",2002,8,2,0,0,1,0,"baseline"
"3598948",173131,96,0,2118653,2120625,22787,"TWA",34030008,53,0,3403,3,"NULL",22787,"N",1,34030008,3403,3,25.0353,-80.3473,2002-08-02,"0","86","52","11","3","5","NULL","3",2002,8,2,0,0,1,0,"baseline"
"3599516",173137,96,1,2405818,2407816,22787,"TWA",33010073,64,0,3301,3,"NULL",22787,"N",1,33010073,3301,3,0,0,2003-02-28,"73","73","38","14","2","8","NULL","2",2003,2,28,1,0,2,1,"baseline"
"3600084",173177,96,2,2108900,2110872,269,"TWA",34060002,64,0,3406,3,"NULL",269,"E",1,34060002,3406,3,0,0,2002-08-11,"86","86","37","10","3","10","NULL","3",2002,8,11,1,1,3,2,"340600021182002"
"3600652",173198,96,0,1997212,1999178,20664,"TWA",34030008,53,0,3403,3,"NULL",20664,"N",1,34030008,3403,3,0,0,2002-06-05,"81","81","60","10","5","5","NULL","3",2002,6,5,0,0,1,0,"baseline"
"3601220",173200,96,0,1881064,1883027,20664,"TWA",34030009,53,0,3403,3,"NULL",20664,"N",1,34030009,3403,3,0,0,2002-05-31,"81","81","51","9","4","5","NULL","3",2002,5,31,0,0,1,0,"340300093152002"
"3601788",173201,96,0,1881132,1883095,20664,"TWA",34030009,53,0,3403,3,"NULL",20664,"N",1,34030009,3403,3,0,0,2002-05-31,"81","81","48","11","4","5","NULL","3",2002,5,31,0,0,1,0,"340300093152002"
"3602356",173202,96,0,1881370,1883333,20664,"TWA",34030009,53,0,3403,3,"NULL",20664,"N",1,34030009,3403,3,0,0,2002-06-01,"81","81","48","16","3","5","NULL","2",2002,6,1,0,0,1,0,"34030009162002"
"3602924",173203,96,0,1880036,1881999,20664,"TWA",34030008,53,0,3403,3,"NULL",20664,"N",1,34030008,3403,3,0,0,2002-06-04,"82","81","46","16","3","5","NULL","3",2002,6,4,0,0,1,0,"baseline"
"3603492",173204,96,0,1879935,1881898,20664,"TWA",34030009,14,0,3403,3,"NULL",20664,"N",1,34030009,3403,3,0,0,2002-06-06,"82","82","54","14","3","4","NULL","1",2002,6,6,0,0,1,0,"34030009662002"
"3604060",173206,96,0,1879814,1881777,20664,"TWA",34030011,53,0,3403,3,"NULL",20664,"N",1,34030011,3403,3,0,0,2002-06-07,"84","81","53","9","3","6","NULL","3",2002,6,7,0,0,1,0,"baseline"
"3604628",173207,96,0,1879755,1881718,20664,"TWA",34030008,53,0,3403,3,"NULL",20664,"N",1,34030008,3403,3,0,0,2002-06-07,"82","81","53","10","3","5","NULL","3",2002,6,7,0,0,1,0,"baseline"
"3605196",173208,96,0,1852222,1854184,20664,"TWA",34030009,53,0,3403,3,"NULL",20664,"N",1,34030009,3403,3,0,0,2002-05-06,"81","82","60","15","5","5","NULL","3",2002,5,6,0,0,1,0,"34030009652002"
"3605764",173209,96,0,1852091,1854053,20664,"TWA",34030009,53,0,3403,3,"NULL",20664,"N",1,34030009,3403,3,0,0,2002-04-22,"81","79","58","15","4","5","NULL","3",2002,4,22,0,0,1,0,"340300092242002"
"3606332",173210,96,0,1851837,1853799,20664,"TWA",34030008,53,0,3403,3,"NULL",20664,"N",1,34030008,3403,3,0,0,2002-04-24,"81","81","49","16","3","6","NULL","3",2002,4,24,0,0,1,0,"baseline"
"3606900",173211,96,0,1852666,1854628,20664,"TWA",34030009,53,0,3403,3,"NULL",20664,"N",1,34030009,3403,3,0,0,2002-04-25,"81","79","58","11","3","5","NULL","3",2002,4,25,0,0,1,0,"baseline"
"3607468",173213,96,0,1881444,1883407,20664,"TWA",34030008,53,0,3403,3,"NULL",20664,"N",1,34030008,3403,3,0,0,2002-05-24,"81","81","46","11","3","5","NULL","3",2002,5,24,0,0,1,0,"baseline"
"3608036",173214,96,0,1881514,1883477,20664,"TWA",34030009,53,0,3403,3,"NULL",20664,"N",1,34030009,3403,3,0,0,2002-05-26,"81","81","40","16","4","6","NULL","1",2002,5,26,0,0,1,0,"baseline"
"3608604",173219,96,0,2218816,2220793,3346,"TWA",34030009,53,0,3403,3,"NULL",3346,"E",1,34030009,3403,3,0,0,2002-10-12,"82","82","60","10","5","4","NULL","1",2002,10,12,0,1,1,0,"3403000912102002"
"3609172",173220,96,0,2218893,2220870,4556,"TWA",34030009,53,0,3403,3,"NULL",4556,"N",1,34030009,3403,3,0,0,2002-10-12,"82","82","60","11","4","4","NULL","1",2002,10,12,0,0,1,0,"3403000912102002"
"3609740",173221,96,0,2218948,2220925,4556,"TWA",34030009,53,0,3403,3,"NULL",4556,"N",1,34030009,3403,3,0,0,2002-10-12,"82","82","60","10","4","4","NULL","1",2002,10,12,0,0,1,0,"3403000912102002"
